"SEC Region","Organization CRD#","Additional CRD Number","Total number of additional CRD numbers","SEC#","Firm Type","CIK#","Total number of CIK numbers","Primary Business Name","Legal Name","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Total number of offices, other than your Principal Office and place of business","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","SEC Current Status","SEC Status Effective Date","Jurisdiction Notice Filed-Effective Date","Latest ADV Filing Date","Form Version","1I","Website Address","Total Number of Website Addresses","Location of Books and Records Street Address 1","Location of Books and Records Street Address 2","Location of Books and Records City","Location of Books and Records State","Location of Books and Records Country","Location of Books and Records Postal Code","Total Number of Books and Records Locations","1M","1N","1O","1O - If yes, approx. amount of assets","1P","2B(1)","2B(2)","2B(3)","3A","3A-Other","3B","3C-State","3C-Country","6A(1)","6A(2)","6A(3)","6A(4)","6A(5)","6A(6)","6A(7)","6A(8)","6A(9)","6A(10)","6A(11)","6A(12)","6A(13)","6A(14)","6A(14)-Other","6B(1)","6B(2)","6B(3)","7A(1)","7A(2)","7A(3)","7A(4)","7A(5)","7A(6)","7A(7)","7A(8)","7A(9)","7A(10)","7A(11)","7A(12)","7A(13)","7A(14)","7A(15)","7A(16)","Count of IA Affiliates","Count of IA/BD Affiliates","Count of BD Affiliates","Control/Controlled by Related Person","Under Common Control","Share Supervised Persons","Share Location","7B","Count of Private Funds - 7B(1)","Any PFs a Master","Any Hedge Funds","Total number of Hedge funds","Any Liquidity Funds","Total number of Liquidity funds","Any PE Funds","Total number of PE funds","Any Real Estate Funds","Total number of Real Estate funds","Any Securitized Funds","Total number of Securitized funds","Any VC Funds","Total number of VC funds","Any Other Funds","Total number of Other funds","Total Gross Assets of Private Funds","Count of Private Funds - 7B(2)","10A","Count of Control person Public Reporting Company","11","11A(1)","Count of 11A(1) disclosures","11A(2)","Count of 11A(2) disclosures","11B(1)","Count of 11B(1) disclosures","11B(2)","Count of 11B(2) disclosures","11C(1)","Count of 11C(1) disclosures","11C(2)","Count of 11C(2) disclosures","11C(3)","Count of 11C(3) disclosures","11C(4)","Count of 11C(4) disclosures","11C(5)","Count of 11C(5) disclosures","11D(1)","Count of 11D(1) disclosures","11D(2)","Count of 11D(2) disclosures","11D(3)","Count of 11D(3) disclosures","11D(4)","Count of 11D(4) disclosures","11D(5)","Count of 11D(5) disclosures","11E(1)","Count of 11E(1) disclosures","11E(2)","Count of 11E(2) disclosures","11E(3)","Count of 11E(3) disclosures","11E(4)","Count of 11E(4) disclosures","11F","Count of 11F disclosures","11G","Count of 11G disclosures","11H(1)(a)","Count of 11H(1)(a) disclosures","11H(1)(b)","Count of 11H(1)(b) disclosures","11H(1)(c)","Count of 11H(1)(c) disclosures","11H(2)","Count of 11H(2) disclosures","12A","12B(1)","12B(2)","12C(1)","12C(2)"
"SFRO","171174","","","802-120740","ERA","","","A.CAPITAL VENTURES","A CAPITAL MANAGEMENT, LLC","100 PINE STREET","SUITE 3300","SAN FRANCISCO","CA","United States","94111","N","415-937-0697","","0","","","","","","","","ERA - Active","03/09/2021","","03/12/2025","10/2021","Y","HTTP://ACAPITAL.COM/","1","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   8","N","N","","N","","N","","N","","N","","Y","8","N","","         2,015,575,121.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","329357","161837","1","802-129782","ERA","1675772","1","BLUE POOL CAPITAL LIMITED","BLUE POOL CAPITAL LIMITED","25TH FLOOR, HYSAN PLACE","500 HENNESSY ROAD","HONG KONG","","China","","N","+852-28259000","","0","","","","","","","","ERA - Active","02/27/2024","","07/09/2025","10/2021","Y","http://www.bluepoolcapital.com/","1","CROWN WORLDWIDE BUILDING, 9-11 YUEN ON STREET","SIU LEK YUEN, SHA TIN","HONG KONG","","China","","1","Y","N","N","","254900GXK27ML9RTYN17","N","Y","N","Other (specify)","PRIVATE COMPANY LIMITED BY SHARES","DECEMBER","","Hong Kong","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","N","","N","","N","","N","","Y","1","            87,305,373.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"ARO","324330","","","802-127133","ERA","","","JAM SPECIAL OPPORTUNITY VENTURES","JAM SPECIAL OPPORTUNITY VENTURES - MANAGEMENT LLC","545 DUTCH VALLEY ROAD NE","SUITE A","ATLANTA","GA","United States","30324","N","N/A","","3","","","","","","","","ERA - Active","12/06/2022","","03/12/2025","10/2021","Y","https://www.jamfintop.com","5","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                   3","N","N","","N","","N","","N","","N","","Y","3","N","","           327,413,676.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","163005","","","802-76134","ERA","","","POTOMAC CAPITAL MANAGEMENT INC.","POTOMAC CAPITAL MANAGEMENT INC.","","","","","","","Y","212-257-6082","917-464-8048","0","","","","","","","","ERA - Active","03/30/2012","","06/02/2025","10/2021","N","","0","560 WHITE PLAINS ROAD","SUITE 425","TARRYTOWN","NY","United States","10591","2","N","N","N","","","N","Y","N","Corporation","","DECEMBER","NY","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","            68,319,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"FWRO","336766","","","802-133860","ERA","","","CARABELA INVESTMENTS LLC","CARABELA INVESTMENTS LLC","25420 KUYKENDAHL RD STE B200-188","","TOMBALL","TX","United States","77375","N","832-323-6473","","0","","","","","","","","ERA - Active","06/11/2025","","06/11/2025","10/2021","Y","https://x.com/carabela_vc","3","333 BUSH STREET, FLOOR 23, STE 2300","","SAN FRANCISCO","CA","United States","94104","1","N","N","N","","","Y","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","NOT APPLICABLE","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","             4,001,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","161796","","","802-74434","ERA","","","BEE PARTNERS MANAGEMENT COMPANY, LLC","BEE PARTNERS MANAGEMENT COMPANY, LLC","50 OSGOOD PLACE, SUITE 220A","","SAN FRANCISCO","CA","United States","94133","N","4155194707","","0","","","","","","","","ERA - Active","02/24/2012","","04/01/2025","10/2021","Y","HTTPS://TWITTER.COM/BEEPARTNERS","3","","","","","","","0","N","N","N","","","Y","N","Y","Limited Liability Company","","DECEMBER","CA","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   6","N","N","","N","","N","","N","","N","","Y","6","N","","           253,500,000.00","                  12","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"BRO","162041","","","802-106481","ERA","","","ALTA COMMUNICATIONS, INC.","ALTA COMMUNICATIONS, INC.","30 MONUMENT SQUARE","SUITE 302","CONCORD","MA","United States","01742","N","617-956-1318","617-262-9779","0","","","","","","","","ERA - Active","07/27/2015","","04/01/2025","10/2021","N","","0","175 BEARFOOT ROAD","","NORTHBORO","MA","United States","01532","1","N","N","N","","","N","Y","N","Corporation","","DECEMBER","MA","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","N","Y","Y","Y","                   3","N","N","","N","","Y","3","N","","N","","N","","N","","             6,294,353.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","Y","1","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","289786","","","802-111765","ERA","","","HWVP MANAGEMENT COMPANY, L.L.C.","HWVP MANAGEMENT COMPANY, L.L.C.","","","","","","","Y","4159799600","","0","","","","","","","","ERA - Active","08/29/2017","","03/28/2025","10/2021","Y","https://aspenwoodvc.com/","8","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   5","N","N","","N","","N","","N","","N","","Y","5","N","","           273,572,791.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","165365","","","802-77268","ERA","","","PRANA REAL ESTATE FINANCE LLC","PRANA REAL ESTATE FINANCE LLC","1995 BROADWAY","10TH FLOOR","NEW YORK","NY","United States","10023","N","212-373-6160","212-362-3376","0","","","","","","","","ERA - Active","10/11/2012","","03/28/2025","10/2021","Y","HTTP://WWW.PRANAINVESTMENTS.COM","1","500 WASHINGTON STREET","SUITE 400","SAN FRANCISCO","CA","United States","94111","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   2","N","N","","N","","N","","N","","N","","N","","Y","2","            49,959,533.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","329751","","","802-129878","ERA","","","VOLT GLOBAL MANAGEMENT LP","VOLT GLOBAL MANAGEMENT LP","331 PARK AVENUE SOUTH, 2ND FLOOR","","NEW YORK","NY","United States","10010","N","917-720-3961","","0","","","","","","","","ERA - Active","03/11/2024","","04/01/2025","10/2021","Y","https://voltglobal.com/","2","2000 WESTCHESTER AVENUE","","PURCHASE","NY","United States","10577","1","N","N","N","","254900F8Z8RC4YIG1M81","N","Y","N","Limited Partnership","","DECEMBER","DE","United States","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","Y","Y","1","N","","N","","N","","N","","N","","N","","            30,000,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","161920","","","802-107790","ERA","","","BRIDGEPOINT ADVISERS LIMITED","BRIDGEPOINT ADVISERS LIMITED","5 MARBLE ARCH","","LONDON","","United Kingdom","W1H 7EJ","N","+44 (0)20 7034 3500","","0","","","","","","","","ERA - Active","04/29/2016","","03/27/2025","10/2021","Y","HTTP://WWW.BRIDGEPOINT.EU","3","","","","","","","0","Y","N","N","","213800DBUPOWGFXI8P63","N","Y","N","Corporation","","DECEMBER","","United Kingdom","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","10","0","0","Y","N","Y","Y","Y","                  46","N","N","","N","","Y","46","N","","N","","N","","N","","        13,693,534,544.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","330779","","","802-130127","ERA","","","GL CAPITAL MANAGEMENT LIMITED","GL CAPITAL MANAGEMENT LIMITED","INTERNATIONAL CORP SERVICES LTD, HARBOUR PL. FL2","103 SOUTH CHURCH STREET, BOX 472, GEORGE TOWN","GRAND CAYMAN","","Cayman Islands","KY1-1106","N","+852 2801 6647","+852 2801 6767","0","","","","","","","","ERA - Active","03/29/2024","","03/25/2025","10/2021","Y","https://www.gl-investment.com/","1","19/F GOLDEN CENTRE, 188 DES VOEUX ROAD","","HONG KONG","","Hong Kong","00000","1","Y","N","N","","","N","Y","N","Other (specify)","CAYMAN EXEMPTED COMPANY","DECEMBER","","Cayman Islands","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","11","0","0","Y","N","Y","Y","Y","                   4","N","N","","N","","Y","4","N","","N","","N","","N","","           571,512,134.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"LARO","283298","","","802-107594","ERA","","","ACRE VENTURE PARTNERS","AVP MANAGEMENT COMPANY, LLC","","","","","","","Y","(310) 912-2495","","0","","","","","","","","ERA - Active","03/29/2016","","03/27/2025","10/2021","Y","HTTP://ACRE.VC/","2","1676 N. CALIFORNIA BLVD.","SUITE 400","WALNUT CREEK","CA","United States","94596","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   5","N","N","","N","","N","","N","","N","","Y","5","N","","           296,045,334.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","293169","293169","1","802-113666","ERA","","","PRINCEVILLE CAPITAL","PRINCEVILLE CAPITAL","C/O MAPLES CORPORATE SERVICES LIMITED,","UGLAND HOUSE","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","415 432 8880","","3","UNIT 308, ST GEORGE'S BUILDING","2 ICE HOUSE STREET","CENTRAL","","Hong Kong","","N","ERA - Active","06/22/2018","","02/04/2025","10/2021","Y","https://www.princeville-capital.com/princeville-global","3","UNIT 308, ST. GEORGE'S BUILDING","2 ICE HOUSE STREET","CENTRAL","","Hong Kong","","1","Y","N","N","","","Y","N","N","Other (specify)","CAYMAN ISLANDS EXEMPTED COMPANY","DECEMBER","","Cayman Islands","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","3","0","0","Y","Y","Y","Y","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                  15","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"CHRO","328978","","","802-129140","ERA","","","11 TRIBES VENTURES","11 TRIBES VENTURES LLC","1 MID AMERICA PLAZA","FLOOR 3","OAKBROOK TERRACE","IL","United States","60181","N","630-744-9088","","1","","","","","","","","ERA - Active","11/01/2023","","03/04/2025","10/2021","Y","http://11tribes.com","2","","","","","","","0","N","N","N","","","Y","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","N","Y","N","Y","Y","                   3","N","N","","N","","N","","N","","N","","Y","3","N","","            52,687,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","170221","","","802-79067","ERA","","","BANYAN CAPITAL PARTNERS LTD.","BANYAN CAPITAL PARTNERS LTD.","WALKERS CORPORATE LIMITED","190 ELGIN AVENUE","GEORGE TOWN, GRAND CAYMAN","","Cayman Islands","KY1-9008","N","+1 345 949 0100","+1 345 949 7886","4","SUITES 3308-11, CHAMPION TOWER","THREE GARDEN ROAD, CENTRAL","HONG KONG","","Hong Kong","","N","ERA - Active","01/07/2014","","03/28/2025","10/2021","Y","https://www.gaorongvc.com","1","","","","","","","0","Y","N","N","","25490081B2XWHHBYO351","Y","Y","N","Other (specify)","EXEMPTED COMPANY WITH LIMITED LIABILITY","DECEMBER","","Cayman Islands","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","N","Y","                  11","N","N","","N","","N","","N","","N","","Y","11","N","","         6,921,689,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","326759","","","802-128377","ERA","","","PEARS PARTNERSHIP CAPITAL LIMITED","PEARS PARTNERSHIP CAPITAL LIMITED","33 CAVENDISH SQUARE","","LONDON","","United Kingdom","W1G 0PW","N","+44 207 433 3333","","0","","","","","","","","ERA - Active","06/21/2023","","07/08/2025","10/2021","Y","https://www.pearspartnershipcapital.com/","2","","","","","","","0","Y","N","N","","","N","Y","N","Other (specify)","UNITED KINGDOM LIMITED COMPANY","APRIL","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","           184,000,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"LARO","300974","","","802-114921","ERA","","","COBALT INVESTMENT MANAGEMENT LLC","COBALT INVESTMENT MANAGEMENT LLC","100 WILSHIRE BLVD","SUITE 1200","SANTA MONICA","CA","United States","90401","N","310-622-4500","","0","","","","","","","","ERA - Active","03/01/2019","","03/28/2025","10/2021","Y","https://www.evolutionmedia.com","2","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   8","N","N","","N","","N","","N","","N","","Y","8","N","","           399,958,628.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","157501","","","802-110603","ERA","","","MARSHALL WACE ASIA LIMITED","MARSHALL WACE ASIA LIMITED","23/F, LHT TOWER","31 QUEENS ROAD CENTRAL","HONG KONG","","Hong Kong","","N","+852 3761 5300","","1","","","","","","","","ERA - Active","05/11/2017","","05/29/2025","10/2021","Y","HTTPS://WWW.MWAM.COM","2","286 MADISON AVENUE","7TH FL","NEW YORK","NY","United States","10017","5","Y","N","N","","635400F8XIYWT69LQH32","N","Y","N","Corporation","","FEBRUARY","","Hong Kong","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","4","0","0","Y","N","Y","N","Y","                   4","Y","Y","4","N","","N","","N","","N","","N","","N","","           708,958,634.00","                   2","N","                   1","Y","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","Y","1","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","312483","","","802-120621","ERA","2054353","1","CAPULA INVESTMENT MANAGEMENT SINGAPORE PTE.LTD.","CAPULA INVESTMENT MANAGEMENT SINGAPORE PTE.LTD.","8 MARINA VIEW, #36-05, ASIA SQUARE TOWER 1","","SINGAPORE","","Singapore","018960","N","+65-3138-6240","","0","","","","","","","","ERA - Active","02/24/2021","","02/07/2025","10/2021","N","","0","45 MARKET STREET, SUITE 3205, 2ND FLOOR","GARDENIA COURT, CAMANA BAY","GRAND CAYMAN","","Cayman Islands","KY1-9003","7","Y","N","N","","54930042ALW0LZTN3083","N","Y","N","Corporation","","DECEMBER","","Singapore","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","5","0","0","Y","Y","Y","N","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                   6","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
